Unnamed: 0,id,col_boxes,table_boxes,dimensions,img_path,col_mask_path,table_mask_path
105,10.1.1.33.152_8,"[{""xmin"": ""268"", ""ymin"": ""213"", ""xmax"": ""391"", ""ymax"": ""369""}, {""xmin"": ""478"", ""ymin"": ""217"", ""xmax"": ""519"", ""ymax"": ""373""}, {""xmin"": ""179"", ""ymin"": ""510"", ""xmax"": ""229"", ""ymax"": ""730""}, {""xmin"": ""251"", ""ymin"": ""508"", ""xmax"": ""315"", ""ymax"": ""735""}, {""xmin"": ""332"", ""ymin"": ""510"", ""xmax"": ""378"", ""ymax"": ""730""}, {""xmin"": ""401"", ""ymin"": ""507"", ""xmax"": ""465"", ""ymax"": ""732""}, {""xmin"": ""490"", ""ymin"": ""510"", ""xmax"": ""547"", ""ymax"": ""733""}, {""xmin"": ""571"", ""ymin"": ""508"", ""xmax"": ""637"", ""ymax"": ""733""}]","[{""xmin"": 266, ""ymin"": 376, ""xmax"": 550, ""ymax"": 194}, {""xmin"": 174, ""ymin"": 736, ""xmax"": 641, ""ymax"": 506}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.33.152_8.bmp,final_dataset/col_masks/10.1.1.33.152_8.bmp,final_dataset/table_masks/10.1.1.33.152_8.bmp
106,10.1.1.160.509_17,"[{""xmin"": ""158"", ""ymin"": ""205"", ""xmax"": ""261"", ""ymax"": ""333""}, {""xmin"": ""322"", ""ymin"": ""218"", ""xmax"": ""355"", ""ymax"": ""335""}, {""xmin"": ""419"", ""ymin"": ""219"", ""xmax"": ""441"", ""ymax"": ""333""}, {""xmin"": ""511"", ""ymin"": ""219"", ""xmax"": ""536"", ""ymax"": ""332""}, {""xmin"": ""602"", ""ymin"": ""218"", ""xmax"": ""650"", ""ymax"": ""333""}, {""xmin"": ""144"", ""ymin"": ""355"", ""xmax"": ""262"", ""ymax"": ""550""}, {""xmin"": ""326"", ""ymin"": ""359"", ""xmax"": ""352"", ""ymax"": ""547""}, {""xmin"": ""420"", ""ymin"": ""355"", ""xmax"": ""446"", ""ymax"": ""550""}, {""xmin"": ""506"", ""ymin"": ""360"", ""xmax"": ""538"", ""ymax"": ""545""}, {""xmin"": ""601"", ""ymin"": ""356"", ""xmax"": ""653"", ""ymax"": ""546""}, {""xmin"": ""145"", ""ymin"": ""573"", ""xmax"": ""265"", ""ymax"": ""768""}, {""xmin"": ""323"", ""ymin"": ""573"", ""xmax"": ""355"", ""ymax"": ""763""}, {""xmin"": ""414"", ""ymin"": ""577"", ""xmax"": ""445"", ""ymax"": ""764""}, {""xmin"": ""507"", ""ymin"": ""576"", ""xmax"": ""535"", ""ymax"": ""764""}]","[{""xmin"": 118, ""ymin"": 335, ""xmax"": 652, ""ymax"": 219}, {""xmin"": 113, ""ymin"": 560, ""xmax"": 681, ""ymax"": 345}, {""xmin"": 113, ""ymin"": 802, ""xmax"": 681, ""ymax"": 570}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.160.509_17.bmp,final_dataset/col_masks/10.1.1.160.509_17.bmp,final_dataset/table_masks/10.1.1.160.509_17.bmp
107,10.1.1.160.611_59,"[{""xmin"": ""107"", ""ymin"": ""167"", ""xmax"": ""156"", ""ymax"": ""382""}, {""xmin"": ""179"", ""ymin"": ""197"", ""xmax"": ""216"", ""ymax"": ""380""}, {""xmin"": ""243"", ""ymin"": ""202"", ""xmax"": ""310"", ""ymax"": ""379""}, {""xmin"": ""340"", ""ymin"": ""202"", ""xmax"": ""413"", ""ymax"": ""377""}, {""xmin"": ""435"", ""ymin"": ""195"", ""xmax"": ""509"", ""ymax"": ""377""}, {""xmin"": ""532"", ""ymin"": ""198"", ""xmax"": ""609"", ""ymax"": ""379""}, {""xmin"": ""626"", ""ymin"": ""198"", ""xmax"": ""713"", ""ymax"": ""380""}, {""xmin"": ""109"", ""ymin"": ""408"", ""xmax"": ""156"", ""ymax"": ""594""}, {""xmin"": ""181"", ""ymin"": ""414"", ""xmax"": ""216"", ""ymax"": ""591""}, {""xmin"": ""237"", ""ymin"": ""411"", ""xmax"": ""316"", ""ymax"": ""595""}, {""xmin"": ""333"", ""ymin"": ""411"", ""xmax"": ""412"", ""ymax"": ""594""}, {""xmin"": ""431"", ""ymin"": ""410"", ""xmax"": ""515"", ""ymax"": ""595""}, {""xmin"": ""529"", ""ymin"": ""413"", ""xmax"": ""613"", ""ymax"": ""589""}, {""xmin"": ""629"", ""ymin"": ""409"", ""xmax"": ""715"", ""ymax"": ""595""}, {""xmin"": ""249"", ""ymin"": ""623"", ""xmax"": ""309"", ""ymax"": ""658""}, {""xmin"": ""341"", ""ymin"": ""623"", ""xmax"": ""407"", ""ymax"": ""661""}, {""xmin"": ""444"", ""ymin"": ""626"", ""xmax"": ""510"", ""ymax"": ""658""}, {""xmin"": ""540"", ""ymin"": ""624"", ""xmax"": ""607"", ""ymax"": ""663""}, {""xmin"": ""646"", ""ymin"": ""624"", ""xmax"": ""699"", ""ymax"": ""661""}]","[{""xmin"": 95, ""ymin"": 656, ""xmax"": 720, ""ymax"": 167}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.611_59.bmp,final_dataset/col_masks/10.1.1.160.611_59.bmp,final_dataset/table_masks/10.1.1.160.611_59.bmp
108,10.1.1.193.1818_3,"[{""xmin"": ""411"", ""ymin"": ""215"", ""xmax"": ""446"", ""ymax"": ""388""}, {""xmin"": ""469"", ""ymin"": ""219"", ""xmax"": ""494"", ""ymax"": ""382""}, {""xmin"": ""521"", ""ymin"": ""216"", ""xmax"": ""545"", ""ymax"": ""385""}, {""xmin"": ""569"", ""ymin"": ""216"", ""xmax"": ""595"", ""ymax"": ""385""}, {""xmin"": ""618"", ""ymin"": ""217"", ""xmax"": ""649"", ""ymax"": ""385""}, {""xmin"": ""677"", ""ymin"": ""217"", ""xmax"": ""719"", ""ymax"": ""384""}, {""xmin"": ""406"", ""ymin"": ""663"", ""xmax"": ""457"", ""ymax"": ""892""}, {""xmin"": ""487"", ""ymin"": ""662"", ""xmax"": ""514"", ""ymax"": ""889""}, {""xmin"": ""549"", ""ymin"": ""660"", ""xmax"": ""588"", ""ymax"": ""893""}, {""xmin"": ""648"", ""ymin"": ""661"", ""xmax"": ""689"", ""ymax"": ""887""}]","[{""xmin"": 398, ""ymin"": 385, ""xmax"": 737, ""ymax"": 217}, {""xmin"": 398, ""ymin"": 891, ""xmax"": 737, ""ymax"": 662}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.193.1818_3.bmp,final_dataset/col_masks/10.1.1.193.1818_3.bmp,final_dataset/table_masks/10.1.1.193.1818_3.bmp
109,10.1.1.100.293_47,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.100.293_47.bmp,final_dataset/col_masks/10.1.1.100.293_47.bmp,final_dataset/table_masks/10.1.1.100.293_47.bmp
110,10.1.1.33.1506_16,"[{""xmin"": ""103"", ""ymin"": ""251"", ""xmax"": ""196"", ""ymax"": ""548""}, {""xmin"": ""232"", ""ymin"": ""248"", ""xmax"": ""474"", ""ymax"": ""549""}]","[{""xmin"": 96, ""ymin"": 550, ""xmax"": 546, ""ymax"": 250}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.33.1506_16.bmp,final_dataset/col_masks/10.1.1.33.1506_16.bmp,final_dataset/table_masks/10.1.1.33.1506_16.bmp
111,10.1.1.160.609_43,"[{""xmin"": ""159"", ""ymin"": ""145"", ""xmax"": ""282"", ""ymax"": ""758""}, {""xmin"": ""304"", ""ymin"": ""174"", ""xmax"": ""349"", ""ymax"": ""754""}, {""xmin"": ""393"", ""ymin"": ""173"", ""xmax"": ""437"", ""ymax"": ""758""}, {""xmin"": ""488"", ""ymin"": ""177"", ""xmax"": ""532"", ""ymax"": ""757""}, {""xmin"": ""578"", ""ymin"": ""173"", ""xmax"": ""622"", ""ymax"": ""755""}]","[{""xmin"": 149, ""ymin"": 757, ""xmax"": 666, ""ymax"": 142}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.609_43.bmp,final_dataset/col_masks/10.1.1.160.609_43.bmp,final_dataset/table_masks/10.1.1.160.609_43.bmp
112,10.1.1.1.2019_2,"[{""xmin"": ""163"", ""ymin"": ""532"", ""xmax"": ""178"", ""ymax"": ""908""}, {""xmin"": ""196"", ""ymin"": ""532"", ""xmax"": ""249"", ""ymax"": ""907""}, {""xmin"": ""268"", ""ymin"": ""532"", ""xmax"": ""288"", ""ymax"": ""910""}, {""xmin"": ""308"", ""ymin"": ""532"", ""xmax"": ""324"", ""ymax"": ""908""}, {""xmin"": ""346"", ""ymin"": ""531"", ""xmax"": ""361"", ""ymax"": ""907""}, {""xmin"": ""381"", ""ymin"": ""532"", ""xmax"": ""398"", ""ymax"": ""906""}, {""xmin"": ""420"", ""ymin"": ""530"", ""xmax"": ""437"", ""ymax"": ""906""}, {""xmin"": ""457"", ""ymin"": ""531"", ""xmax"": ""476"", ""ymax"": ""907""}, {""xmin"": ""496"", ""ymin"": ""530"", ""xmax"": ""513"", ""ymax"": ""907""}, {""xmin"": ""533"", ""ymin"": ""531"", ""xmax"": ""553"", ""ymax"": ""907""}, {""xmin"": ""568"", ""ymin"": ""531"", ""xmax"": ""589"", ""ymax"": ""908""}, {""xmin"": ""602"", ""ymin"": ""532"", ""xmax"": ""628"", ""ymax"": ""906""}]","[{""xmin"": 157, ""ymin"": 907, ""xmax"": 637, ""ymax"": 531}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.1.2019_2.bmp,final_dataset/col_masks/10.1.1.1.2019_2.bmp,final_dataset/table_masks/10.1.1.1.2019_2.bmp
113,10.1.1.120.1527_3,"[{""xmin"": ""407"", ""ymin"": ""753"", ""xmax"": ""490"", ""ymax"": ""974""}, {""xmin"": ""519"", ""ymin"": ""749"", ""xmax"": ""569"", ""ymax"": ""974""}, {""xmin"": ""601"", ""ymin"": ""750"", ""xmax"": ""653"", ""ymax"": ""973""}, {""xmin"": ""681"", ""ymin"": ""750"", ""xmax"": ""714"", ""ymax"": ""977""}]","[{""xmin"": 407, ""ymin"": 977, ""xmax"": 726, ""ymax"": 749}]","{""height"": 1059, ""width"": 793}",final_dataset/images10.1.1.120.1527_3.bmp,final_dataset/col_masks/10.1.1.120.1527_3.bmp,final_dataset/table_masks/10.1.1.120.1527_3.bmp
114,10.1.1.160.614_2,"[{""xmin"": ""81"", ""ymin"": ""292"", ""xmax"": ""174"", ""ymax"": ""502""}, {""xmin"": ""197"", ""ymin"": ""292"", ""xmax"": ""388"", ""ymax"": ""510""}]","[{""xmin"": 74, ""ymin"": 505, ""xmax"": 396, ""ymax"": 291}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.614_2.bmp,final_dataset/col_masks/10.1.1.160.614_2.bmp,final_dataset/table_masks/10.1.1.160.614_2.bmp
115,10.1.1.180.564_70,"[{""xmin"": ""128"", ""ymin"": ""641"", ""xmax"": ""494"", ""ymax"": ""794""}, {""xmin"": ""521"", ""ymin"": ""642"", ""xmax"": ""643"", ""ymax"": ""801""}]","[{""xmin"": 125, ""ymin"": 795, ""xmax"": 656, ""ymax"": 626}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.180.564_70.bmp,final_dataset/col_masks/10.1.1.180.564_70.bmp,final_dataset/table_masks/10.1.1.180.564_70.bmp
116,10.1.1.120.1505_46,"[{""xmin"": ""185"", ""ymin"": ""248"", ""xmax"": ""269"", ""ymax"": ""383""}, {""xmin"": ""285"", ""ymin"": ""271"", ""xmax"": ""359"", ""ymax"": ""386""}, {""xmin"": ""377"", ""ymin"": ""271"", ""xmax"": ""450"", ""ymax"": ""386""}, {""xmin"": ""467"", ""ymin"": ""271"", ""xmax"": ""536"", ""ymax"": ""385""}, {""xmin"": ""554"", ""ymin"": ""270"", ""xmax"": ""630"", ""ymax"": ""390""}, {""xmin"": ""555"", ""ymin"": ""436"", ""xmax"": ""630"", ""ymax"": ""548""}, {""xmin"": ""467"", ""ymin"": ""435"", ""xmax"": ""539"", ""ymax"": ""549""}, {""xmin"": ""376"", ""ymin"": ""433"", ""xmax"": ""447"", ""ymax"": ""552""}, {""xmin"": ""288"", ""ymin"": ""434"", ""xmax"": ""362"", ""ymax"": ""548""}, {""xmin"": ""183"", ""ymin"": ""415"", ""xmax"": ""269"", ""ymax"": ""548""}, {""xmin"": ""183"", ""ymin"": ""583"", ""xmax"": ""267"", ""ymax"": ""714""}, {""xmin"": ""286"", ""ymin"": ""601"", ""xmax"": ""360"", ""ymax"": ""713""}, {""xmin"": ""373"", ""ymin"": ""602"", ""xmax"": ""452"", ""ymax"": ""717""}, {""xmin"": ""465"", ""ymin"": ""601"", ""xmax"": ""542"", ""ymax"": ""715""}, {""xmin"": ""555"", ""ymin"": ""600"", ""xmax"": ""628"", ""ymax"": ""714""}]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.120.1505_46.bmp,final_dataset/col_masks/10.1.1.120.1505_46.bmp,final_dataset/table_masks/10.1.1.120.1505_46.bmp
117,10.1.1.160.517_4,"[{""xmin"": ""90"", ""ymin"": ""100"", ""xmax"": ""207"", ""ymax"": ""252""}, {""xmin"": ""229"", ""ymin"": ""100"", ""xmax"": ""288"", ""ymax"": ""256""}, {""xmin"": ""296"", ""ymin"": ""103"", ""xmax"": ""363"", ""ymax"": ""254""}, {""xmin"": ""377"", ""ymin"": ""99"", ""xmax"": ""434"", ""ymax"": ""254""}, {""xmin"": ""443"", ""ymin"": ""100"", ""xmax"": ""727"", ""ymax"": ""256""}, {""xmin"": ""439"", ""ymin"": ""327"", ""xmax"": ""486"", ""ymax"": ""361""}, {""xmin"": ""504"", ""ymin"": ""325"", ""xmax"": ""519"", ""ymax"": ""361""}, {""xmin"": ""531"", ""ymin"": ""326"", ""xmax"": ""543"", ""ymax"": ""359""}, {""xmin"": ""558"", ""ymin"": ""325"", ""xmax"": ""571"", ""ymax"": ""359""}, {""xmin"": ""586"", ""ymin"": ""328"", ""xmax"": ""599"", ""ymax"": ""359""}, {""xmin"": ""617"", ""ymin"": ""327"", ""xmax"": ""630"", ""ymax"": ""359""}, {""xmin"": ""648"", ""ymin"": ""325"", ""xmax"": ""663"", ""ymax"": ""359""}, {""xmin"": ""678"", ""ymin"": ""325"", ""xmax"": ""693"", ""ymax"": ""360""}, {""xmin"": ""707"", ""ymin"": ""325"", ""xmax"": ""725"", ""ymax"": ""360""}]","[{""xmin"": 82, ""ymin"": 255, ""xmax"": 731, ""ymax"": 101}, {""xmin"": 432, ""ymin"": 359, ""xmax"": 732, ""ymax"": 326}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.517_4.bmp,final_dataset/col_masks/10.1.1.160.517_4.bmp,final_dataset/table_masks/10.1.1.160.517_4.bmp
118,10.1.1.185.1558_41,"[{""xmin"": ""49"", ""ymin"": ""120"", ""xmax"": ""432"", ""ymax"": ""935""}, {""xmin"": ""449"", ""ymin"": ""123"", ""xmax"": ""488"", ""ymax"": ""935""}, {""xmin"": ""524"", ""ymin"": ""119"", ""xmax"": ""559"", ""ymax"": ""939""}, {""xmin"": ""590"", ""ymin"": ""123"", ""xmax"": ""632"", ""ymax"": ""938""}, {""xmin"": ""659"", ""ymin"": ""117"", ""xmax"": ""694"", ""ymax"": ""939""}, {""xmin"": ""725"", ""ymin"": ""117"", ""xmax"": ""763"", ""ymax"": ""935""}]","[{""xmin"": 49, ""ymin"": 933, ""xmax"": 767, ""ymax"": 122}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.185.1558_41.bmp,final_dataset/col_masks/10.1.1.185.1558_41.bmp,final_dataset/table_masks/10.1.1.185.1558_41.bmp
119,10.1.1.8.2198_13,"[{""xmin"": ""132"", ""ymin"": ""122"", ""xmax"": ""265"", ""ymax"": ""384""}, {""xmin"": ""296"", ""ymin"": ""125"", ""xmax"": ""685"", ""ymax"": ""384""}]","[{""xmin"": 125, ""ymin"": 385, ""xmax"": 690, ""ymax"": 122}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.8.2198_13.bmp,final_dataset/col_masks/10.1.1.8.2198_13.bmp,final_dataset/table_masks/10.1.1.8.2198_13.bmp
120,10.1.1.120.1507_6,"[{""xmin"": ""56"", ""ymin"": ""165"", ""xmax"": ""111"", ""ymax"": ""246""}, {""xmin"": ""133"", ""ymin"": ""165"", ""xmax"": ""184"", ""ymax"": ""247""}, {""xmin"": ""211"", ""ymin"": ""182"", ""xmax"": ""267"", ""ymax"": ""246""}, {""xmin"": ""287"", ""ymin"": ""182"", ""xmax"": ""362"", ""ymax"": ""246""}, {""xmin"": ""386"", ""ymin"": ""183"", ""xmax"": ""464"", ""ymax"": ""246""}, {""xmin"": ""483"", ""ymin"": ""181"", ""xmax"": ""512"", ""ymax"": ""244""}, {""xmin"": ""533"", ""ymin"": ""183"", ""xmax"": ""564"", ""ymax"": ""246""}, {""xmin"": ""585"", ""ymin"": ""182"", ""xmax"": ""649"", ""ymax"": ""249""}]","[{""xmin"": 57, ""ymin"": 247, ""xmax"": 662, ""ymax"": 137}]","{""height"": 991, ""width"": 725}",final_dataset/images10.1.1.120.1507_6.bmp,final_dataset/col_masks/10.1.1.120.1507_6.bmp,final_dataset/table_masks/10.1.1.120.1507_6.bmp
121,10.1.1.160.709_3,"[{""xmin"": ""103"", ""ymin"": ""158"", ""xmax"": ""218"", ""ymax"": ""322""}, {""xmin"": ""235"", ""ymin"": ""161"", ""xmax"": ""335"", ""ymax"": ""320""}, {""xmin"": ""354"", ""ymin"": ""156"", ""xmax"": ""451"", ""ymax"": ""320""}, {""xmin"": ""468"", ""ymin"": ""159"", ""xmax"": ""566"", ""ymax"": ""318""}, {""xmin"": ""582"", ""ymin"": ""162"", ""xmax"": ""689"", ""ymax"": ""322""}, {""xmin"": ""586"", ""ymin"": ""337"", ""xmax"": ""689"", ""ymax"": ""500""}, {""xmin"": ""468"", ""ymin"": ""338"", ""xmax"": ""569"", ""ymax"": ""501""}, {""xmin"": ""352"", ""ymin"": ""336"", ""xmax"": ""455"", ""ymax"": ""501""}, {""xmin"": ""233"", ""ymin"": ""336"", ""xmax"": ""333"", ""ymax"": ""502""}, {""xmin"": ""103"", ""ymin"": ""338"", ""xmax"": ""220"", ""ymax"": ""503""}]","[{""xmin"": 97, ""ymin"": 499, ""xmax"": 696, ""ymax"": 159}]","{""height"": 1123, ""width"": 793}",final_dataset/images10.1.1.160.709_3.bmp,final_dataset/col_masks/10.1.1.160.709_3.bmp,final_dataset/table_masks/10.1.1.160.709_3.bmp
122,10.1.1.160.644_112,"[{""xmin"": ""278"", ""ymin"": ""273"", ""xmax"": ""450"", ""ymax"": ""382""}, {""xmin"": ""488"", ""ymin"": ""273"", ""xmax"": ""637"", ""ymax"": ""383""}, {""xmin"": ""250"", ""ymin"": ""681"", ""xmax"": ""375"", ""ymax"": ""791""}, {""xmin"": ""394"", ""ymin"": ""684"", ""xmax"": ""519"", ""ymax"": ""791""}, {""xmin"": ""536"", ""ymin"": ""685"", ""xmax"": ""630"", ""ymax"": ""788""}]","[{""xmin"": 245, ""ymin"": 389, ""xmax"": 676, ""ymax"": 229}, {""xmin"": 243, ""ymin"": 798, ""xmax"": 673, ""ymax"": 640}]","{""height"": 864, ""width"": 768}",final_dataset/images10.1.1.160.644_112.bmp,final_dataset/col_masks/10.1.1.160.644_112.bmp,final_dataset/table_masks/10.1.1.160.644_112.bmp
123,10.1.1.1.2076_73,"[""""]",[],"{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.1.2076_73.bmp,final_dataset/col_masks/10.1.1.1.2076_73.bmp,final_dataset/table_masks/10.1.1.1.2076_73.bmp
124,10.1.1.160.506_4,"[{""xmin"": ""447"", ""ymin"": ""101"", ""xmax"": ""499"", ""ymax"": ""153""}, {""xmin"": ""523"", ""ymin"": ""99"", ""xmax"": ""558"", ""ymax"": ""153""}, {""xmin"": ""589"", ""ymin"": ""99"", ""xmax"": ""626"", ""ymax"": ""155""}, {""xmin"": ""655"", ""ymin"": ""99"", ""xmax"": ""684"", ""ymax"": ""154""}, {""xmin"": ""83"", ""ymin"": ""343"", ""xmax"": ""101"", ""ymax"": ""433""}, {""xmin"": ""119"", ""ymin"": ""340"", ""xmax"": ""141"", ""ymax"": ""433""}, {""xmin"": ""156"", ""ymin"": ""344"", ""xmax"": ""176"", ""ymax"": ""434""}, {""xmin"": ""191"", ""ymin"": ""339"", ""xmax"": ""214"", ""ymax"": ""437""}, {""xmin"": ""231"", ""ymin"": ""340"", ""xmax"": ""254"", ""ymax"": ""437""}, {""xmin"": ""270"", ""ymin"": ""341"", ""xmax"": ""290"", ""ymax"": ""438""}, {""xmin"": ""306"", ""ymin"": ""343"", ""xmax"": ""326"", ""ymax"": ""439""}, {""xmin"": ""342"", ""ymin"": ""342"", ""xmax"": ""367"", ""ymax"": ""439""}, {""xmin"": ""176"", ""ymin"": ""721"", ""xmax"": ""188"", ""ymax"": ""769""}, {""xmin"": ""207"", ""ymin"": ""722"", ""xmax"": ""231"", ""ymax"": ""764""}, {""xmin"": ""245"", ""ymin"": ""721"", ""xmax"": ""271"", ""ymax"": ""765""}, {""xmin"": ""268"", ""ymin"": ""555"", ""xmax"": ""291"", ""ymax"": ""605""}, {""xmin"": ""229"", ""ymin"": ""554"", ""xmax"": ""252"", ""ymax"": ""607""}, {""xmin"": ""188"", ""ymin"": ""551"", ""xmax"": ""211"", ""ymax"": ""608""}, {""xmin"": ""156"", ""ymin"": ""554"", ""xmax"": ""169"", ""ymax"": ""607""}]","[{""xmin"": 170, ""ymin"": 766, ""xmax"": 279, ""ymax"": 724}, {""xmin"": 439, ""ymin"": 155, ""xmax"": 699, ""ymax"": 99}, {""xmin"": 76, ""ymin"": 435, ""xmax"": 372, ""ymax"": 340}, {""xmin"": 149, ""ymin"": 608, ""xmax"": 300, ""ymax"": 552}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.160.506_4.bmp,final_dataset/col_masks/10.1.1.160.506_4.bmp,final_dataset/table_masks/10.1.1.160.506_4.bmp
125,10.1.1.190.2746_10,"[{""xmin"": ""243"", ""ymin"": ""341"", ""xmax"": ""309"", ""ymax"": ""455""}, {""xmin"": ""337"", ""ymin"": ""339"", ""xmax"": ""428"", ""ymax"": ""457""}, {""xmin"": ""456"", ""ymin"": ""338"", ""xmax"": ""565"", ""ymax"": ""460""}, {""xmin"": ""310"", ""ymin"": ""539"", ""xmax"": ""381"", ""ymax"": ""626""}, {""xmin"": ""400"", ""ymin"": ""539"", ""xmax"": ""494"", ""ymax"": ""617""}]","[{""xmin"": 234, ""ymin"": 458, ""xmax"": 578, ""ymax"": 342}, {""xmin"": 300, ""ymin"": 616, ""xmax"": 512, ""ymax"": 538}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.190.2746_10.bmp,final_dataset/col_masks/10.1.1.190.2746_10.bmp,final_dataset/table_masks/10.1.1.190.2746_10.bmp
126,10.1.1.6.2346_4,"[{""xmin"": ""204"", ""ymin"": ""307"", ""xmax"": ""251"", ""ymax"": ""407""}, {""xmin"": ""265"", ""ymin"": ""305"", ""xmax"": ""416"", ""ymax"": ""407""}, {""xmin"": ""441"", ""ymin"": ""305"", ""xmax"": ""511"", ""ymax"": ""411""}, {""xmin"": ""535"", ""ymin"": ""306"", ""xmax"": ""611"", ""ymax"": ""408""}, {""xmin"": ""523"", ""ymin"": ""523"", ""xmax"": ""623"", ""ymax"": ""624""}, {""xmin"": ""399"", ""ymin"": ""522"", ""xmax"": ""509"", ""ymax"": ""624""}, {""xmin"": ""306"", ""ymin"": ""522"", ""xmax"": ""387"", ""ymax"": ""625""}, {""xmin"": ""245"", ""ymin"": ""522"", ""xmax"": ""299"", ""ymax"": ""623""}, {""xmin"": ""189"", ""ymin"": ""522"", ""xmax"": ""237"", ""ymax"": ""625""}]","[{""xmin"": 201, ""ymin"": 408, ""xmax"": 615, ""ymax"": 305}, {""xmin"": 187, ""ymin"": 624, ""xmax"": 629, ""ymax"": 521}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.6.2346_4.bmp,final_dataset/col_masks/10.1.1.6.2346_4.bmp,final_dataset/table_masks/10.1.1.6.2346_4.bmp
127,10.1.1.33.1967_7,"[{""xmin"": ""419"", ""ymin"": ""138"", ""xmax"": ""506"", ""ymax"": ""264""}, {""xmin"": ""534"", ""ymin"": ""136"", ""xmax"": ""578"", ""ymax"": ""261""}, {""xmin"": ""612"", ""ymin"": ""136"", ""xmax"": ""663"", ""ymax"": ""263""}, {""xmin"": ""687"", ""ymin"": ""135"", ""xmax"": ""731"", ""ymax"": ""263""}, {""xmin"": ""688"", ""ymin"": ""320"", ""xmax"": ""735"", ""ymax"": ""447""}, {""xmin"": ""610"", ""ymin"": ""320"", ""xmax"": ""662"", ""ymax"": ""448""}, {""xmin"": ""532"", ""ymin"": ""320"", ""xmax"": ""581"", ""ymax"": ""445""}, {""xmin"": ""416"", ""ymin"": ""320"", ""xmax"": ""506"", ""ymax"": ""445""}]","[{""xmin"": 410, ""ymin"": 264, ""xmax"": 756, ""ymax"": 136}, {""xmin"": 410, ""ymin"": 448, ""xmax"": 756, ""ymax"": 320}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.33.1967_7.bmp,final_dataset/col_masks/10.1.1.33.1967_7.bmp,final_dataset/table_masks/10.1.1.33.1967_7.bmp
128,10.1.1.100.291_4,"[{""xmin"": ""63"", ""ymin"": ""674"", ""xmax"": ""88"", ""ymax"": ""959""}, {""xmin"": ""105"", ""ymin"": ""675"", ""xmax"": ""149"", ""ymax"": ""958""}, {""xmin"": ""172"", ""ymin"": ""673"", ""xmax"": ""214"", ""ymax"": ""960""}, {""xmin"": ""243"", ""ymin"": ""674"", ""xmax"": ""306"", ""ymax"": ""954""}, {""xmin"": ""329"", ""ymin"": ""679"", ""xmax"": ""434"", ""ymax"": ""956""}, {""xmin"": ""455"", ""ymin"": ""680"", ""xmax"": ""535"", ""ymax"": ""950""}, {""xmin"": ""558"", ""ymin"": ""650"", ""xmax"": ""706"", ""ymax"": ""948""}]","[{""xmin"": 55, ""ymin"": 958, ""xmax"": 724, ""ymax"": 611}]","{""height"": 1043, ""width"": 793}",final_dataset/images10.1.1.100.291_4.bmp,final_dataset/col_masks/10.1.1.100.291_4.bmp,final_dataset/table_masks/10.1.1.100.291_4.bmp
129,10.1.1.6.2303_10,"[{""xmin"": ""303"", ""ymin"": ""202"", ""xmax"": ""390"", ""ymax"": ""301""}, {""xmin"": ""401"", ""ymin"": ""213"", ""xmax"": ""416"", ""ymax"": ""301""}, {""xmin"": ""427"", ""ymin"": ""213"", ""xmax"": ""438"", ""ymax"": ""303""}, {""xmin"": ""449"", ""ymin"": ""211"", ""xmax"": ""462"", ""ymax"": ""301""}, {""xmin"": ""473"", ""ymin"": ""212"", ""xmax"": ""487"", ""ymax"": ""300""}, {""xmin"": ""501"", ""ymin"": ""213"", ""xmax"": ""515"", ""ymax"": ""302""}]","[{""xmin"": 301, ""ymin"": 300, ""xmax"": 512, ""ymax"": 203}]","{""height"": 1056, ""width"": 816}",final_dataset/images10.1.1.6.2303_10.bmp,final_dataset/col_masks/10.1.1.6.2303_10.bmp,final_dataset/table_masks/10.1.1.6.2303_10.bmp
